,sample,iou,intersection,union,gt_area,segmentation_area,gt_x_center,gt_y_center,segmentation_x_center,segmentation_y_center,x_distance,y_distance,euclidean_distance,x_size,y_size
0,0306.jpg,0.20759304282775387,1110,5347,1167,5290,551.3676092544987,509.3513281919452,551.25595463138,541.0722117202268,0.11165462311873853,-31.72088352828166,31.72108003472887,1024,1024
1,0425.jpg,0.4707546058058687,11984,25457,11985,25456,517.5425949103045,437.6881101376721,531.1256285355123,448.9628771213074,-13.583033625207804,-11.274766983635288,17.652738399432486,1024,1024
2,0561.jpg,0.5997370957847691,34218,57055,37566,53707,654.4797955598148,441.1052813714529,691.20029046493,500.4759528553075,-36.72049490511529,-59.37067148385461,69.80882020576185,1024,1024
3,0534.jpg,0.2563228189826655,43296,168912,47522,164686,536.5221581583266,572.3125920626236,510.600658222314,610.34797129082,25.92149993601265,-38.03537922819646,46.02840679369016,1024,1024
4,0761.jpg,0.052844278497693825,1203,22765,1609,22359,367.7041640770665,322.37041640770667,475.87266872400374,414.02634285969856,-108.16850464693727,-91.65592645199189,141.7788215895711,1024,1024
5,0385.jpg,0.364935627386905,9269,25399,10027,24641,526.7629400618331,460.5290715069313,503.9043464145124,427.04963272594455,22.858593647320674,33.479438780986754,40.53872376658112,1024,1024
6,0447.jpg,0.613445941416985,9152,14919,9211,14860,378.59211811963957,452.0273585929867,380.4973082099596,446.3261776581427,-1.9051900903200476,5.70118093484399,6.011090860408142,1024,1024
7,0190.jpg,0.37830528846153844,2518,6656,2550,6624,488.5854901960784,545.5411764705882,481.9350845410628,558.6296799516908,6.650405655015618,-13.088503481102634,14.681172253982293,1024,1024
8,0577.jpg,0.5741272715918316,18387,32026,29915,20498,429.73077051646334,484.5527327427712,454.3612547565616,482.04371158161774,-24.63048424009827,2.5090211611534414,24.757947028961123,1024,1024
9,0572.jpg,0.25695216907675195,8547,33263,32502,9308,447.6238385330133,553.0398129345887,472.59798023205843,592.681671680275,-24.974141699045106,-39.64185874568636,46.85279840539873,1024,1024
10,0458.jpg,0.6879222652395051,9062,13173,9184,13051,613.2473867595819,568.6842334494773,615.1317140449007,564.9354838709677,-1.8843272853188182,3.74874957850966,4.195689778877049,1024,1024
11,0105.jpg,0.3111246943765281,2036,6544,2038,6542,516.3670264965652,519.9833169774289,523.6028737389178,509.97355548761846,-7.23584724235252,10.009761489810444,12.351227080640724,1024,1024
12,0274.jpg,0.02757551063326411,1049,38041,1332,37758,493.4527027027027,472.61036036036035,828.8513692462525,359.3175221145188,-335.3986665435498,113.29283824584155,354.0162887735389,1024,1024
13,0680.jpg,0.7682067345340642,8829,11493,9896,10426,538.2446443007276,520.7535367825384,535.3707078457702,530.2605025896796,2.873936454957402,-9.506965807141228,9.931863350111376,1024,1024
14,0347.jpg,0.334945440256325,11081,33083,11324,32840,624.9443659484281,514.651624867538,654.2292021924483,517.5369062119366,-29.284836244020198,-2.8852813443986634,29.42662879562343,1024,1024
15,0009.jpg,0.38783026421136907,2422,6245,2437,6230,516.3943372999589,327.06729585556013,502.18186195826644,323.5720706260032,14.212475341692482,3.4952252295569224,14.635950763225054,1024,1024
16,0646.jpg,0.40323370896619304,3292,8164,3434,8022,571.1974373907979,502.03232382061736,547.9041386187984,514.2936923460484,23.293298771999503,-12.26136852543101,26.32335324000466,1024,1024
17,0672.jpg,0.7371732140360688,5273,7153,5433,6993,543.6882017301675,478.4143198969262,539.2103532103532,480.52566852566855,4.477848519814302,-2.1113486287423484,4.950648482622789,1024,1024
18,0195.jpg,0.3731189141339628,2529,6778,2532,6775,501.59399684044234,514.9435229067931,518.4321771217712,501.9329889298893,-16.838180281328903,13.010533976903787,21.279058004307927,1024,1024
19,0524.jpg,0.22463214988302024,36197,161139,37355,159981,404.94016865212154,555.5886494445188,605.0109513004669,417.3307205230621,-200.07078264834536,138.25792892145665,243.19451675391863,1024,1024
20,0690.jpg,0.6144707371701237,6310,10269,6430,10149,623.210730948678,528.1071539657854,601.2214996551385,449.17528820573455,21.989231293539547,78.93186576005087,81.93757212197265,1024,1024
21,0048.jpg,0.4461933825891423,2778,6226,2779,6225,512.7794170564952,418.1694854264124,514.1718875502008,419.65991967871486,-1.392470493705673,-1.4904342523024638,2.0396980992973752,1024,1024
22,0506.jpg,0.45734720416124836,7034,15380,7096,15318,573.7206877113867,511.6371195039459,540.7473560517038,509.3459981720851,32.97333165968291,2.2911213318607793,33.05283403426633,1024,1024
23,0020.jpg,0.21682619647355164,2152,9925,2160,9917,442.8865740740741,550.75,399.7610164364223,426.8528788948271,43.12555763765175,123.89712110517291,131.1880723987829,1024,1024
24,0551.jpg,0.8297982679043717,32002,38566,37714,32854,519.3905446253381,575.7030545685952,512.0208498204177,569.3076642113593,7.369694804920414,6.395390357235897,9.7577363839723,1024,1024
25,0704.jpg,0.7233142572779299,5814,8038,6151,7701,477.0169078198667,516.7021622500406,486.32852876249837,519.7027658745617,-9.311620942631691,-3.0006036245210908,9.783144008484502,1024,1024
26,0334.jpg,0.5832665776591011,6553,11235,10439,7349,515.4443912252132,487.8272823067344,506.12777248605255,466.4787045856579,9.316618739160617,21.34857772107648,23.292942180920853,1024,1024
27,0182.jpg,0.43414918414918413,3725,8580,3779,8526,541.7959777718974,494.75654935168035,517.0395261552896,497.2332864180155,24.756451616607706,-2.476737066335147,24.880034629019242,1024,1024
28,0535.jpg,0.6244278290899021,38333,61389,60514,39208,544.9406748851505,509.64656112635095,534.1871301775147,470.2849928586003,10.753544707635797,39.36156826775067,40.80406573217819,1024,1024
29,0539.jpg,0.4269592279400207,27164,63622,62400,28386,534.1158493589744,539.9451602564103,515.7049601916437,498.13728598604945,18.41088916733065,41.807874270360855,45.682153965613686,1024,1024
30,0208.jpg,0.0,0,25168,1321,23847,640.6502649507948,456.88493565480695,363.64859311443786,503.746173522875,277.001671836357,-46.86123786806803,280.93754077136873,1024,1024
31,0612.jpg,0.4286262176881184,5588,13037,5637,12988,524.6748270356572,562.1250665247472,550.3845857714814,582.0823067446875,-25.709758735824153,-19.957240219940218,32.5466301089788,1024,1024
32,0467.jpg,0.5338190081539901,7987,14962,9453,13496,537.0082513487781,492.1315984343595,486.6650118553645,486.8221695317131,50.34323949341359,5.3094289026464025,50.62244361904565,1024,1024
33,0070.jpg,0.2649725736034927,2367,8933,2367,8933,531.6265314744402,540.2348964934516,526.4288592857943,528.7330124258368,5.1976721886459245,11.50188406761481,12.621772192741982,1024,1024
34,0061.jpg,0.1455160744500846,946,6501,949,6498,508.9768177028451,494.2528977871444,431.7546937519237,630.1075715604801,77.2221239509214,-135.85467377333572,156.26819514396055,1024,1024
35,0401.jpg,0.6532238970878383,8277,12671,8798,12150,538.8940668333712,397.7717663105251,550.4135802469136,394.4137448559671,-11.519513413542427,3.3580214545580134,11.99897901381846,1024,1024
