,sample,iou,intersection,union,gt_area,segmentation_area,gt_x_center,gt_y_center,segmentation_x_center,segmentation_y_center,x_distance,y_distance,euclidean_distance,x_size,y_size
0,0306.jpg,0.11452991452991453,134,1170,1167,137,551.3676092544987,509.3513281919452,549.3503649635037,509.8175182481752,2.017244290994995,-0.46619005623000476,2.070412446368992,1024,1024
1,0425.jpg,0.16580483736447038,1988,11990,11985,1993,517.5425949103045,437.6881101376721,545.5072754641244,431.7496236828901,-27.964680553819903,5.93848645478198,28.58826647159324,1024,1024
2,0561.jpg,0.03255603471223979,1223,37566,37566,1223,654.4797955598148,441.1052813714529,631.7816843826656,402.3344235486509,22.698111177149144,38.77085782280204,44.92642504502393,1024,1024
3,0534.jpg,0.0031071036919702692,153,49242,47522,1873,536.5221581583266,572.3125920626236,514.0395088093967,397.7079551521623,22.482649348929954,174.6046369104613,176.04615517636552,1024,1024
4,0761.jpg,0.0,0,1628,1609,19,367.7041640770665,322.37041640770667,272.5263157894737,123.21052631578948,95.17784828759278,199.1598900919172,220.7339679933303,1024,1024
5,0385.jpg,0.09315724162382556,1051,11282,10027,2306,526.7629400618331,460.5290715069313,554.3117953165655,407.3174327840416,-27.548855254732416,53.21163872288969,59.92009613995568,1024,1024
6,0447.jpg,0.3460997511630423,3199,9243,9211,3231,378.59211811963957,452.0273585929867,382.4676570721139,461.8384401114206,-3.8755389524743578,-9.811081518433923,10.548797217384632,1024,1024
7,0190.jpg,0.29174814235432145,746,2557,2550,753,488.5854901960784,545.5411764705882,483.7901726427623,547.8114209827357,4.795317553316124,-2.270244512147542,5.305570712192777,1024,1024
8,0577.jpg,0.018718454390480328,560,29917,29915,562,429.73077051646334,484.5527327427712,502.1832740213523,531.3007117437722,-72.45250350488897,-46.747979001001056,86.22493145722983,1024,1024
9,0572.jpg,0.019875699956925726,646,32502,32502,646,447.6238385330133,553.0398129345887,492.5201238390093,594.984520123839,-44.896285305995946,-41.94470718925038,61.44131261186841,1024,1024
10,0458.jpg,0.17247386759581881,1584,9184,9184,1584,613.2473867595819,568.6842334494773,602.8390151515151,554.844696969697,10.408371608066773,13.83953647978035,17.3166673903145,1024,1024
11,0105.jpg,0.35282837967401726,736,2086,2038,784,516.3670264965652,519.9833169774289,518.9247448979592,510.1301020408163,-2.557718401393913,9.853214936612574,10.179772492934907,1024,1024
12,0274.jpg,0.0,0,2306,1332,974,493.4527027027027,472.61036036036035,890.6581108829569,353.6406570841889,-397.20540818025415,118.96970327617146,414.63951401821635,1024,1024
13,0680.jpg,0.052142279708973324,516,9896,9896,516,538.2446443007276,520.7535367825384,542.5445736434109,557.0755813953489,-4.299929342683299,-36.32204461281049,36.57567931299519,1024,1024
14,0347.jpg,0.0657872340425532,773,11750,11324,1199,624.9443659484281,514.651624867538,655.8824020016681,489.3511259382819,-30.938036053240012,25.300498929256094,39.96595202044945,1024,1024
15,0009.jpg,0.13458401305057097,330,2452,2437,345,516.3943372999589,327.06729585556013,503.0753623188406,333.72463768115944,13.318974981118345,-6.657341825599303,14.890107277334515,1024,1024
